Provider,MaxHospitalDays,MedianHospitalDays,MeanHospitalDays,Chronic_Alzheimer_Frac,Chronic_Heartfailure_Frac,Chronic_KidneyDisease_Frac,Chronic_Cancer_Frac,Chronic_ObstrPulmonary_Frac,Chronic_Depression_Frac,Chronic_Diabetes_Frac,Chronic_IschemicHeart_Frac,Chronic_Osteoporasis_Frac,Chronic_rheumatoidarthritis_Frac,Chronic_stroke_Frac,Deceased_Frac
PRV51026,0.0,0.0,0.0,0.39473684210526316,0.4342105263157895,0.39473684210526316,0.14473684210526316,0.19736842105263158,0.5131578947368421,0.7368421052631579,0.6578947368421053,0.2236842105263158,0.3026315789473684,0.07894736842105263,0.013157894736842105
PRV51027,0.0,0.0,0.0,0.4339622641509434,0.6792452830188679,0.5094339622641509,0.16981132075471697,0.3018867924528302,0.5660377358490566,0.7735849056603774,0.8113207547169812,0.18867924528301888,0.24528301886792453,0.1509433962264151,0.018867924528301886
PRV51029,0.0,0.0,0.0,0.34408602150537637,0.4838709677419355,0.3548387096774194,0.0967741935483871,0.3118279569892473,0.3225806451612903,0.6666666666666666,0.7096774193548387,0.1827956989247312,0.3010752688172043,0.13978494623655913,0.010752688172043012
PRV51030,24.0,0.0,2.695906432748538,0.4269005847953216,0.6491228070175439,0.47368421052631576,0.17543859649122806,0.38011695906432746,0.4444444444444444,0.7309941520467836,0.8070175438596491,0.2807017543859649,0.34502923976608185,0.07602339181286549,0.011695906432748537
PRV51031,19.0,0.0,0.9891891891891892,0.4864864864864865,0.6918918918918919,0.4810810810810811,0.10270270270270271,0.3837837837837838,0.43783783783783786,0.7027027027027027,0.8162162162162162,0.4594594594594595,0.2918918918918919,0.10270270270270271,0.005405405405405406
PRV51032,0.0,0.0,0.0,0.391304347826087,0.6521739130434783,0.43478260869565216,0.21739130434782608,0.34782608695652173,0.4782608695652174,0.6956521739130435,0.6956521739130435,0.17391304347826086,0.21739130434782608,0.13043478260869565,0.043478260869565216
PRV51035,15.0,0.0,0.5,0.26666666666666666,0.6,0.6,0.13333333333333333,0.36666666666666664,0.6,0.7333333333333333,0.8,0.3333333333333333,0.23333333333333334,0.26666666666666666,0.0
PRV51036,0.0,0.0,0.0,0.35611510791366907,0.5719424460431655,0.3920863309352518,0.11151079136690648,0.34172661870503596,0.4748201438848921,0.7230215827338129,0.7230215827338129,0.34172661870503596,0.2949640287769784,0.0683453237410072,0.0
PRV51037,18.0,0.0,0.28193832599118945,0.42951541850220265,0.5969162995594713,0.3986784140969163,0.2290748898678414,0.34140969162995594,0.45154185022026433,0.6850220264317181,0.7995594713656388,0.3700440528634361,0.2907488986784141,0.06387665198237885,0.022026431718061675
PRV51038,25.0,0.0,1.070921985815603,0.49645390070921985,0.624113475177305,0.46099290780141844,0.19148936170212766,0.3049645390070922,0.44680851063829785,0.7730496453900709,0.7943262411347518,0.3262411347517731,0.3262411347517731,0.09929078014184398,0.0070921985815602835
PRV51040,34.0,0.0,1.2093023255813953,0.4069767441860465,0.627906976744186,0.38372093023255816,0.08139534883720931,0.29069767441860467,0.47674418604651164,0.7325581395348837,0.7674418604651163,0.2441860465116279,0.23255813953488372,0.12790697674418605,0.011627906976744186
PRV51041,0.0,0.0,0.0,0.47058823529411764,0.5,0.20588235294117646,0.29411764705882354,0.29411764705882354,0.4411764705882353,0.6470588235294118,0.7058823529411765,0.20588235294117646,0.2647058823529412,0.058823529411764705,0.0
PRV51042,0.0,0.0,0.0,0.352112676056338,0.5211267605633803,0.4084507042253521,0.14084507042253522,0.2887323943661972,0.39436619718309857,0.6126760563380281,0.7605633802816901,0.2323943661971831,0.2676056338028169,0.09154929577464789,0.0
PRV51043,0.0,0.0,0.0,0.34782608695652173,0.6956521739130435,0.30434782608695654,0.13043478260869565,0.34782608695652173,0.391304347826087,0.782608695652174,0.6521739130434783,0.391304347826087,0.21739130434782608,0.0,0.0
PRV51044,0.0,0.0,0.0,0.3728813559322034,0.576271186440678,0.5084745762711864,0.11864406779661017,0.3220338983050847,0.3728813559322034,0.5932203389830508,0.847457627118644,0.3728813559322034,0.3559322033898305,0.06779661016949153,0.0
PRV51045,0.0,0.0,0.0,0.5161290322580645,0.5483870967741935,0.4838709677419355,0.0967741935483871,0.4838709677419355,0.41935483870967744,0.7419354838709677,0.7419354838709677,0.1935483870967742,0.1935483870967742,0.06451612903225806,0.0
PRV51046,10.0,0.0,1.1578947368421053,0.3684210526315789,0.5526315789473685,0.3157894736842105,0.34210526315789475,0.39473684210526316,0.47368421052631576,0.8157894736842105,0.9210526315789473,0.39473684210526316,0.4473684210526316,0.07894736842105263,0.0
PRV51047,0.0,0.0,0.0,0.2727272727272727,0.5454545454545454,0.36363636363636365,0.0,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.6363636363636364,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.0
PRV51048,11.0,0.0,0.6052631578947368,0.5789473684210527,0.5789473684210527,0.3684210526315789,0.13157894736842105,0.34210526315789475,0.5263157894736842,0.8421052631578947,0.8157894736842105,0.21052631578947367,0.5,0.02631578947368421,0.0
PRV51049,0.0,0.0,0.0,0.4647887323943662,0.6338028169014085,0.4225352112676056,0.18309859154929578,0.4788732394366197,0.4647887323943662,0.6901408450704225,0.6197183098591549,0.30985915492957744,0.29577464788732394,0.09859154929577464,0.0
PRV51052,15.0,0.0,0.43478260869565216,0.32608695652173914,0.6304347826086957,0.391304347826087,0.13043478260869565,0.2608695652173913,0.41304347826086957,0.5869565217391305,0.6956521739130435,0.32608695652173914,0.2826086956521739,0.10869565217391304,0.0
PRV51053,6.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
PRV51054,0.0,0.0,0.0,0.3684210526315789,0.49122807017543857,0.43859649122807015,0.03508771929824561,0.3508771929824561,0.42105263157894735,0.5087719298245614,0.5087719298245614,0.10526315789473684,0.12280701754385964,0.10526315789473684,0.0
PRV51055,7.0,0.0,0.5909090909090909,0.45454545454545453,0.6818181818181818,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.5909090909090909,0.5,0.7727272727272727,0.3181818181818182,0.3181818181818182,0.13636363636363635,0.0
PRV51056,6.0,0.0,0.36363636363636365,0.45454545454545453,0.5909090909090909,0.6818181818181818,0.22727272727272727,0.2727272727272727,0.5454545454545454,0.9090909090909091,0.8181818181818182,0.5454545454545454,0.2727272727272727,0.22727272727272727,0.0
PRV51057,0.0,0.0,0.0,0.0,0.8,0.2,0.4,0.2,0.0,0.2,1.0,0.0,0.4,0.0,0.0
PRV51058,17.0,0.0,0.5060240963855421,0.37349397590361444,0.5301204819277109,0.40963855421686746,0.10843373493975904,0.27710843373493976,0.4819277108433735,0.7469879518072289,0.7951807228915663,0.37349397590361444,0.3132530120481928,0.10843373493975904,0.0
PRV51059,36.0,0.0,2.0520833333333335,0.3229166666666667,0.6458333333333334,0.3958333333333333,0.15625,0.3020833333333333,0.3854166666666667,0.6458333333333334,0.6875,0.2916666666666667,0.2708333333333333,0.10416666666666667,0.0
PRV51060,10.0,0.0,0.6904761904761905,0.38095238095238093,0.5952380952380952,0.4523809523809524,0.14285714285714285,0.38095238095238093,0.47619047619047616,0.7857142857142857,0.7142857142857143,0.19047619047619047,0.30952380952380953,0.09523809523809523,0.0
PRV51061,9.0,0.0,0.06206896551724138,0.2482758620689655,0.42758620689655175,0.4,0.14482758620689656,0.2689655172413793,0.46206896551724136,0.7241379310344828,0.7172413793103448,0.3310344827586207,0.25517241379310346,0.08275862068965517,0.0
PRV51062,7.0,0.0,0.04030226700251889,0.44080604534005036,0.6070528967254408,0.47858942065491183,0.1712846347607053,0.3022670025188917,0.5138539042821159,0.743073047858942,0.7128463476070529,0.3853904282115869,0.25440806045340053,0.12846347607052896,0.0
PRV51063,0.0,0.0,0.0,0.4228187919463087,0.610738255033557,0.4563758389261745,0.12751677852348994,0.2953020134228188,0.436241610738255,0.7046979865771812,0.7785234899328859,0.2550335570469799,0.2751677852348993,0.10738255033557047,0.006711409395973154
PRV51064,30.0,0.0,0.7491749174917491,0.36303630363036304,0.6303630363036303,0.45874587458745875,0.12871287128712872,0.35313531353135313,0.47854785478547857,0.7293729372937293,0.7887788778877888,0.3333333333333333,0.30363036303630364,0.1353135313531353,0.0033003300330033004
PRV51065,18.0,0.0,2.357142857142857,0.42857142857142855,0.6785714285714286,0.35714285714285715,0.03571428571428571,0.32142857142857145,0.5714285714285714,0.7142857142857143,0.8214285714285714,0.21428571428571427,0.17857142857142858,0.25,0.0
PRV51066,4.0,0.0,0.25,0.5,0.5833333333333334,0.2916666666666667,0.08333333333333333,0.25,0.2916666666666667,0.5416666666666666,0.7083333333333334,0.2916666666666667,0.25,0.08333333333333333,0.041666666666666664
PRV51067,24.0,0.0,1.5689655172413792,0.29310344827586204,0.6379310344827587,0.43103448275862066,0.20689655172413793,0.2413793103448276,0.5689655172413793,0.7068965517241379,0.7413793103448276,0.3620689655172414,0.25862068965517243,0.05172413793103448,0.0
PRV51068,7.0,0.0,0.13793103448275862,0.3793103448275862,0.5747126436781609,0.38697318007662834,0.14942528735632185,0.27586206896551724,0.40229885057471265,0.7126436781609196,0.6973180076628352,0.2988505747126437,0.29118773946360155,0.11877394636015326,0.011494252873563218
PRV51070,16.0,0.0,0.5151515151515151,0.29292929292929293,0.5454545454545454,0.36363636363636365,0.1717171717171717,0.23232323232323232,0.3838383838383838,0.7070707070707071,0.7474747474747475,0.24242424242424243,0.16161616161616163,0.12121212121212122,0.0
PRV51071,0.0,0.0,0.0,0.5,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.375,0.5833333333333334,0.75,0.875,0.4166666666666667,0.20833333333333334,0.16666666666666666,0.0
PRV51072,14.0,0.0,0.2971698113207547,0.3584905660377358,0.5566037735849056,0.44339622641509435,0.1179245283018868,0.35377358490566035,0.3490566037735849,0.7405660377358491,0.7547169811320755,0.3443396226415094,0.330188679245283,0.08490566037735849,0.018867924528301886
PRV51074,5.0,0.0,0.46153846153846156,0.38461538461538464,0.5897435897435898,0.46153846153846156,0.15384615384615385,0.3333333333333333,0.46153846153846156,0.717948717948718,0.8717948717948718,0.358974358974359,0.2564102564102564,0.02564102564102564,0.0
PRV51075,0.0,0.0,0.0,0.17647058823529413,0.35294117647058826,0.23529411764705882,0.4117647058823529,0.23529411764705882,0.5882352941176471,0.8235294117647058,0.9411764705882353,0.17647058823529413,0.47058823529411764,0.058823529411764705,0.0
PRV51076,0.0,0.0,0.0,0.4482758620689655,0.5862068965517241,0.41379310344827586,0.27586206896551724,0.1724137931034483,0.3793103448275862,0.7586206896551724,0.896551724137931,0.3103448275862069,0.3793103448275862,0.13793103448275862,0.034482758620689655
PRV51077,20.0,0.0,3.3636363636363638,0.48484848484848486,0.7272727272727273,0.6060606060606061,0.15151515151515152,0.36363636363636365,0.6363636363636364,0.8484848484848485,0.8787878787878788,0.48484848484848486,0.3939393939393939,0.12121212121212122,0.0
PRV51078,22.0,0.0,3.0,0.30434782608695654,0.6086956521739131,0.30434782608695654,0.13043478260869565,0.34782608695652173,0.43478260869565216,0.6956521739130435,0.6956521739130435,0.30434782608695654,0.21739130434782608,0.17391304347826086,0.0
PRV51081,11.0,0.0,0.21,0.48,0.64,0.52,0.085,0.27,0.435,0.67,0.82,0.285,0.275,0.135,0.005
PRV51082,0.0,0.0,0.0,0.4117647058823529,0.4411764705882353,0.38235294117647056,0.058823529411764705,0.17647058823529413,0.35294117647058826,0.8529411764705882,0.6470588235294118,0.23529411764705882,0.20588235294117646,0.08823529411764706,0.0
PRV51083,0.0,0.0,0.0,0.4111111111111111,0.6111111111111112,0.4777777777777778,0.14444444444444443,0.3111111111111111,0.5222222222222223,0.7222222222222222,0.8111111111111111,0.3333333333333333,0.25555555555555554,0.1111111111111111,0.0
PRV51084,29.0,0.0,1.209090909090909,0.4636363636363636,0.5909090909090909,0.38181818181818183,0.08181818181818182,0.2636363636363636,0.34545454545454546,0.7909090909090909,0.7454545454545455,0.2545454545454545,0.39090909090909093,0.12727272727272726,0.0
PRV51086,12.0,0.0,1.3021582733812949,0.33093525179856115,0.5683453237410072,0.4748201438848921,0.1510791366906475,0.3381294964028777,0.45323741007194246,0.7194244604316546,0.7841726618705036,0.2446043165467626,0.2805755395683453,0.07194244604316546,0.014388489208633094
PRV51089,15.0,0.0,0.4868421052631579,0.33771929824561403,0.5657894736842105,0.4517543859649123,0.14473684210526316,0.2982456140350877,0.4473684210526316,0.6666666666666666,0.7412280701754386,0.34649122807017546,0.2850877192982456,0.10526315789473684,0.008771929824561403
PRV51090,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.8571428571428571,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.0,0.0
PRV51091,0.0,0.0,0.0,0.2727272727272727,0.6590909090909091,0.3181818181818182,0.11363636363636363,0.3409090909090909,0.5454545454545454,0.6590909090909091,0.8181818181818182,0.2727272727272727,0.36363636363636365,0.13636363636363635,0.022727272727272728
PRV51093,12.0,0.0,1.5555555555555556,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.8888888888888888,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0
PRV51096,0.0,0.0,0.0,0.6,0.8,0.6,0.0,0.2,0.6,0.8,0.6,0.4,0.2,0.0,0.0
PRV51097,0.0,0.0,0.0,0.376,0.408,0.336,0.144,0.272,0.328,0.72,0.76,0.312,0.192,0.072,0.0
PRV51098,0.0,0.0,0.0,0.0,1.0,0.5,0.25,0.5,0.5,1.0,1.0,0.25,0.75,0.25,0.0
PRV51100,10.0,6.0,7.0,0.2,0.8,0.4,0.0,0.2,0.2,0.6,0.8,0.0,0.4,0.0,0.2
PRV51101,7.0,4.0,4.333333333333333,0.6666666666666666,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0
PRV51102,11.0,4.5,5.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.25,0.3333333333333333,0.75,0.9166666666666666,0.08333333333333333,0.5,0.16666666666666666,0.0
PRV51103,0.0,0.0,0.0,0.5,0.6666666666666666,1.0,0.0,0.5,0.8333333333333334,1.0,1.0,0.6666666666666666,1.0,0.0,0.0
PRV51104,0.0,0.0,0.0,0.5833333333333334,0.8333333333333334,0.25,0.0,0.5,0.4166666666666667,0.75,0.9166666666666666,0.4166666666666667,0.3333333333333333,0.0,0.0
PRV51105,0.0,0.0,0.0,0.5,0.8333333333333334,0.5833333333333334,0.25,0.3333333333333333,0.4166666666666667,0.9166666666666666,0.6666666666666666,0.3333333333333333,0.25,0.0,0.0
PRV51108,17.0,5.0,6.2631578947368425,0.5789473684210527,0.6842105263157895,0.6842105263157895,0.21052631578947367,0.5789473684210527,0.47368421052631576,0.8421052631578947,0.8947368421052632,0.5263157894736842,0.21052631578947367,0.2631578947368421,0.0
PRV51109,10.0,8.0,7.333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0
PRV51110,29.0,6.0,11.2,0.6,0.8,0.8,0.0,0.2,0.8,1.0,1.0,0.2,0.2,0.0,0.0
PRV51111,0.0,0.0,0.0,0.3712121212121212,0.5454545454545454,0.5227272727272727,0.20454545454545456,0.2878787878787879,0.4090909090909091,0.7651515151515151,0.6893939393939394,0.2878787878787879,0.2727272727272727,0.13636363636363635,0.0
PRV51112,0.0,0.0,0.0,0.375,0.5625,0.4309210526315789,0.13815789473684212,0.28618421052631576,0.39144736842105265,0.7335526315789473,0.7269736842105263,0.3190789473684211,0.3256578947368421,0.07236842105263158,0.03289473684210526
PRV51113,0.0,0.0,0.0,0.36363636363636365,0.5227272727272727,0.4090909090909091,0.11363636363636363,0.3560606060606061,0.2727272727272727,0.7272727272727273,0.803030303030303,0.30303030303030304,0.3484848484848485,0.03787878787878788,0.045454545454545456
PRV51114,0.0,0.0,0.0,0.3435114503816794,0.6335877862595419,0.38549618320610685,0.13358778625954199,0.32061068702290074,0.4083969465648855,0.7709923664122137,0.767175572519084,0.2900763358778626,0.36259541984732824,0.06870229007633588,0.022900763358778626
PRV51115,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0
PRV51117,0.0,0.0,0.0,0.25,1.0,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.9166666666666666,1.0,0.25,0.4166666666666667,0.08333333333333333,0.0
PRV51118,14.0,5.0,5.25,0.25,0.75,0.5,0.125,0.4375,0.5,0.8125,0.8125,0.5,0.25,0.125,0.0
PRV51119,36.0,5.0,6.905263157894737,0.49473684210526314,0.7157894736842105,0.5473684210526316,0.22105263157894736,0.4631578947368421,0.5263157894736842,0.7894736842105263,0.8631578947368421,0.3263157894736842,0.28421052631578947,0.12631578947368421,0.010526315789473684
PRV51120,7.0,5.0,5.142857142857143,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0
PRV51121,11.0,7.0,6.428571428571429,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.7142857142857143,1.0,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285
PRV51122,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0
PRV51123,5.0,0.0,0.22580645161290322,0.45161290322580644,0.6129032258064516,0.3870967741935484,0.03225806451612903,0.3870967741935484,0.45161290322580644,0.7419354838709677,0.7419354838709677,0.12903225806451613,0.3225806451612903,0.03225806451612903,0.0
PRV51125,12.0,0.0,1.3333333333333333,0.3958333333333333,0.5833333333333334,0.5,0.10416666666666667,0.22916666666666666,0.375,0.75,0.7291666666666666,0.20833333333333334,0.2708333333333333,0.20833333333333334,0.0
PRV51126,29.0,6.0,7.5,0.6,0.9,0.65,0.05,0.4,0.55,0.75,1.0,0.45,0.2,0.1,0.0
PRV51128,13.0,0.0,0.74,0.42,0.66,0.48,0.36,0.34,0.44,0.72,0.76,0.42,0.3,0.1,0.0
PRV51129,0.0,0.0,0.0,0.375,0.5520833333333334,0.3854166666666667,0.13541666666666666,0.25,0.3854166666666667,0.6875,0.84375,0.25,0.25,0.07291666666666667,0.0
PRV51130,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.8571428571428571,0.2857142857142857,0.8571428571428571,0.0,0.42857142857142855,0.42857142857142855,0.0
PRV51131,0.0,0.0,0.0,0.375,0.375,0.375,0.125,0.375,0.5,0.875,0.625,0.125,0.25,0.125,0.0
PRV51132,5.0,0.0,0.625,0.125,0.375,0.375,0.0,0.0,0.125,0.5,0.5,0.375,0.0,0.0,0.0
PRV51134,0.0,0.0,0.0,0.6666666666666666,0.6,0.4666666666666667,0.06666666666666667,0.3333333333333333,0.5333333333333333,0.6666666666666666,0.6,0.13333333333333333,0.26666666666666666,0.0,0.0
PRV51135,0.0,0.0,0.0,0.0,0.2,0.2,0.8,1.0,0.0,0.2,1.0,0.8,0.0,0.0,0.0
PRV51136,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PRV51137,8.0,0.0,0.14545454545454545,0.4,0.6909090909090909,0.32727272727272727,0.16363636363636364,0.34545454545454546,0.43636363636363634,0.8363636363636363,0.7636363636363637,0.43636363636363634,0.4,0.03636363636363636,0.01818181818181818
PRV51138,2.0,0.0,0.07692307692307693,0.23076923076923078,0.6538461538461539,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.4230769230769231,0.34615384615384615,0.7692307692307693,0.34615384615384615,0.38461538461538464,0.07692307692307693,0.0
PRV51139,9.0,0.0,0.7906976744186046,0.3488372093023256,0.6046511627906976,0.37209302325581395,0.16279069767441862,0.27906976744186046,0.5581395348837209,0.7674418604651163,0.7441860465116279,0.27906976744186046,0.18604651162790697,0.06976744186046512,0.0
PRV51140,30.0,0.0,0.6776180698151951,0.37782340862423,0.6057494866529775,0.3839835728952772,0.15195071868583163,0.324435318275154,0.41478439425051333,0.7166324435318275,0.7371663244353183,0.30390143737166325,0.3203285420944558,0.10472279260780287,0.0
PRV51141,0.0,0.0,0.0,0.2535211267605634,0.5070422535211268,0.2676056338028169,0.09859154929577464,0.2535211267605634,0.36619718309859156,0.647887323943662,0.6056338028169014,0.18309859154929578,0.19718309859154928,0.07042253521126761,0.0
PRV51142,23.0,0.0,1.1568627450980393,0.3333333333333333,0.6470588235294118,0.43137254901960786,0.11764705882352941,0.27450980392156865,0.35294117647058826,0.6470588235294118,0.803921568627451,0.27450980392156865,0.13725490196078433,0.1568627450980392,0.0
PRV51143,0.0,0.0,0.0,0.42857142857142855,0.5844155844155844,0.3246753246753247,0.16883116883116883,0.24675324675324675,0.35064935064935066,0.5714285714285714,0.5714285714285714,0.3116883116883117,0.23376623376623376,0.05194805194805195,0.012987012987012988
PRV51144,14.0,0.0,0.8,0.36666666666666664,0.5,0.3333333333333333,0.26666666666666666,0.23333333333333334,0.43333333333333335,0.6,0.8,0.36666666666666664,0.3,0.03333333333333333,0.03333333333333333
PRV51145,36.0,4.0,5.52970297029703,0.5099009900990099,0.6732673267326733,0.5198019801980198,0.20297029702970298,0.41089108910891087,0.4504950495049505,0.7376237623762376,0.8118811881188119,0.3465346534653465,0.35148514851485146,0.16831683168316833,0.0049504950495049506
PRV51146,31.0,0.0,2.784090909090909,0.3977272727272727,0.6534090909090909,0.48011363636363635,0.17897727272727273,0.3721590909090909,0.4318181818181818,0.7102272727272727,0.8096590909090909,0.36363636363636365,0.32954545454545453,0.10795454545454546,0.011363636363636364
PRV51147,0.0,0.0,0.0,0.3125,0.5625,0.375,0.125,0.21875,0.375,0.6875,0.5625,0.25,0.15625,0.03125,0.0
PRV51148,16.0,0.0,0.5181818181818182,0.33636363636363636,0.5909090909090909,0.4090909090909091,0.1787878787878788,0.28484848484848485,0.42727272727272725,0.6878787878787879,0.7666666666666667,0.32727272727272727,0.31212121212121213,0.09393939393939393,0.0
PRV51149,27.0,4.0,5.1824324324324325,0.4391891891891892,0.7094594594594594,0.6148648648648649,0.12837837837837837,0.4797297297297297,0.5135135135135135,0.75,0.8243243243243243,0.4189189189189189,0.36486486486486486,0.16891891891891891,0.0
PRV51151,10.0,0.0,0.4892703862660944,0.45493562231759654,0.5965665236051502,0.45064377682403434,0.15021459227467812,0.36909871244635195,0.4978540772532189,0.6866952789699571,0.7682403433476395,0.30042918454935624,0.30472103004291845,0.11158798283261803,0.004291845493562232
PRV51152,0.0,0.0,0.0,0.4939759036144578,0.5542168674698795,0.5180722891566265,0.012048192771084338,0.37349397590361444,0.5783132530120482,0.7590361445783133,0.6746987951807228,0.26506024096385544,0.30120481927710846,0.1566265060240964,0.0
